uid,地名,区划码,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,code,VAR_NAME,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,prep,supply,resource,NEIGHBORS,SUM,filled_data_provinceID,filled_data_provinceName,filled_data_cityName,filled_data_precipitation,filled_data_waterSupply,filled_data_totalWaterResources,filled_data_hostPop,filled_data_stayPop,filled_data_ConsummerSupply
"85",贵阳市,"520100",贵阳市,"520100",地级市,贵州省,"520000",省,,,Guiyang,"520100",Guì Yáng,Guiyang,Guì Yáng,"520100",Prefecture City,Guizhou,Guì Zhōu,"520000",Province,"2018",11792.208,"29480","480800","522700,520300,520400,520500","7219",,,,,,,"3404","2458","69091"
"86",桂林市,"450300",桂林市,"450300",地级市,广西壮族自治区,"450000",自治区,,,Guilin,"450300",Guì Lín,Guilin,Guì Lín,"450300",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",14842.711,"12780","2565600","430500,431200,450400,451300,451100,450200,431100","47247",,,,,,,"399","144","7290"
"87",果洛藏族自治州,"632600",果洛藏族自治州,"632600",自治州,青海省,"630000",省,,,Guoluozangzu,"632600",Guǒ Luò Zàng Zú,Guoluozangzu,Guǒ Luò Zàng Zú,"632600",Autonomous Prefecture,Qinghai,Qīng Hǎi,"630000",Province,"2018",7075.437,"-1","-1","632500,632300,513300,513200,623000,632700,632800","-7",,,,,,,"-1","-1","-1"
"88",哈尔滨市,"230100",哈尔滨市,"230100",地级市,黑龙江省,"230000",省,,,Haerbin,"230100",Hā ěr Bīn,Haerbin,Hā ěr Bīn,"230100",Prefecture City,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",7218.104,"29329","1847500","230700,230900,230800,220200,231200,231000,222400,220700,230600,220100","71416",,,,,,,"117","45","964"
"89",哈密市,"650500",哈密市,"650500",地级市,新疆维吾尔自治区,"650000",自治区,哈密地区,2016年撤销哈密地区，设立哈密市,Hami,"650500",Hā Mì,Hami,Hā Mì,"650500",Prefecture City,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",3011.45,"3666","-1","650400,652300,652800,620900","3358",,,,,,,"304","101","1186"
"90",海北藏族自治州,"632200",海北藏族自治州,"632200",自治州,青海省,"630000",省,,,Haibeizangzu,"632200",Hǎi Běi Zàng Zú,Haibeizangzu,Hǎi Běi Zàng Zú,"632200",Autonomous Prefecture,Qinghai,Qīng Hǎi,"630000",Province,"2018",5847.562,"-1","-1","632500,630200,630100,620600,620700,632800","14703",,,,,,,"-1","-1","-1"
"91",海东市,"630200",海东市,"630200",地级市,青海省,"630000",省,,,Haidong,"630200",Hǎi Dōng,Haidong,Hǎi Dōng,"630200",Prefecture City,Qinghai,Qīng Hǎi,"630000",Province,"2018",5961.344,"793","-1","632500,632300,622900,620100,630100,620600,632200,623000","34135",,,,,,,"-1","-1","-1"
"92",海口市,"460100",海口市,"460100",地级市,海南省,"460000",省,,,Haikou,"460100",Hǎi Kǒu,Haikou,Hǎi Kǒu,"460100",Prefecture City,Hainan,Hǎi Nán,"460000",Province,"2018",17799.304,"19149","264200","469021,469023,469005","-3",,,,,,,"276","169","-1"
"93",海南藏族自治州,"632500",海南藏族自治州,"632500",自治州,青海省,"630000",省,,,Hainanzangzu,"632500",Hǎi Nán Zàng Zú,Hainanzangzu,Hǎi Nán Zàng Zú,"632500",Autonomous Prefecture,Qinghai,Qīng Hǎi,"630000",Province,"2018",6788.92,"-1","-1","632300,630200,630100,632200,632600,632800","9739",,,,,,,"-1","-1","-1"
"94",海西蒙古族藏族自治州,"632800",海西蒙古族藏族自治州,"632800",自治州,青海省,"630000",省,,,Haiximengguzuzangzu,"632800",Hǎi Xī Měng Gǔ Zú Zàng Zú,Haiximengguzuzangzu,Hǎi Xī Měng Gǔ Zú Zàng Zú,"632800",Autonomous Prefecture,Qinghai,Qīng Hǎi,"630000",Province,"2018",5049.587,"-1","-1","632500,632200,620700,632600,540600,632700,652800,620900","4763",,,,,,,"-1","-1","-1"
"95",邯郸市,"130400",邯郸市,"130400",地级市,河北省,"130000",省,,,Handan,"130400",Hán Dān,Handan,Hán Dān,"130400",Prefecture City,Hebei,Hé Běi,"130000",Province,"2018",6717.014,"9574","78500","140400,140700,371500,130500,410900,410500","30543",,,,,,,"300","145","4056"
"96",汉中市,"610700",汉中市,"610700",地级市,陕西省,"610000",省,,,Hanzhong,"610700",Hàn Zhōng,Hanzhong,Hàn Zhōng,"610700",Prefecture City,Shaanxi,Shǎn Xī,"610000",Province,"2018",9402.29,"3333","1449200","511900,511700,610100,610900,510800,621200,610300","108600",,,,,,,"444","49","2214"
"97",杭州市,"330100",杭州市,"330100",地级市,浙江省,"330000",省,,,Hangzhou,"330100",Háng Zhōu,Hangzhou,Háng Zhōu,"330100",Prefecture City,Zhejiang,Zhè Jiāng,"330000",Province,"2018",16220.876,"76667","1462357","341800,330500,341000,330600,330400,330700,330800","73230",,,,,,,"534","223","4551"
"98",合肥市,"340100",合肥市,"340100",地级市,安徽省,"340000",省,,,Hefei,"340100",Hé Féi,Hefei,Hé Féi,"340100",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",13391.539,"46358","543100","341100,340500,340400,340200,340700,340800,341500","55495",,,,,,,"360","91","3319"
"99",和田地区,"653200",和田地区,"653200",地区,新疆维吾尔自治区,"650000",自治区,,,Hetian,"653200",Hé Tián,Hetian,Hé Tián,"653200",Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",3364.745,"-1","-1","659009,653100,652900,542500,652800","-5",,,,,,,"-1","-1","-1"
"100",河池市,"451200",河池市,"451200",地级市,广西壮族自治区,"450000",自治区,,,Hechi,"451200",Hé Chí,Hechi,Hé Chí,"451200",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",12586.011,"3599","2442825","451300,450200,450100,522600,522700,451000","71592",,,,,,,"443","144","4856"
"101",河源市,"441600",河源市,"441600",地级市,广东省,"440000",省,,,Heyuan,"441600",Hé Yuán,Heyuan,Hé Yuán,"441600",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",14521.349,"5220","1256126","441400,440200,360700,441500,441300","56652",,,,,,,"645","118","3947"
"102",菏泽市,"371700",菏泽市,"371700",地级市,山东省,"370000",省,,,Heze,"371700",Hé Zé,Heze,Hé Zé,"371700",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",8387.388,"4491","218400","341300,411400,370800,410900,320300,410200,410700","55633",,,,,,,"423","245","4430"
"103",贺州市,"451100",贺州市,"451100",地级市,广西壮族自治区,"450000",自治区,,,Hezhou,"451100",Hè Zhōu,Hezhou,Hè Zhōu,"451100",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",14109.616,"2037","853000","450400,450300,431100,441800,441200","52621",,,,,,,"300","122","4312"
"104",鹤壁市,"410600",鹤壁市,"410600",地级市,河南省,"410000",省,,,Hebi,"410600",Hè Bì,Hebi,Hè Bì,"410600",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",6885.808,"3620","26778","410500,410700","12744",,,,,,,"257","135","3078"
"105",鹤岗市,"230400",鹤岗市,"230400",地级市,黑龙江省,"230000",省,,,Hegang,"230400",Hè Gǎng,Hegang,Hè Gǎng,"230400",Prefecture City,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",6618.022,"2252","315400","230700,230800","5419",,,,,,,"275","56","1445"
"106",黑河市,"231100",黑河市,"231100",地级市,黑龙江省,"230000",省,,,Heihe,"231100",Hēi Hé,Heihe,Hēi Hé,"231100",Prefecture City,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",6680.938,"600","1603900","232700,150700,230200,230700,231200","4373",,,,,,,"141","47","1119"
"107",衡水市,"131100",衡水市,"131100",地级市,河北省,"130000",省,,,Hengshui,"131100",Héng Shuǐ,Hengshui,Héng Shuǐ,"131100",Prefecture City,Hebei,Hé Běi,"130000",Province,"2018",5678.739,"3013","48900","371400,130900,130600,130100,130500","42034",,,,,,,"479","87","2088"
"108",衡阳市,"430400",衡阳市,"430400",地级市,湖南省,"430000",省,,,Hengyang,"430400",Héng Yáng,Hengyang,Héng Yáng,"430400",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",12836.504,"11584","838700","430500,431300,431100,430300,431000,430200","47797",,,,,,,"884","869","56722"
"109",红河哈尼族彝族自治州,"532500",红河哈尼族彝族自治州,"532500",自治州,云南省,"530000",省,,,Honghehanizuyizu,"532500",Hóng Hé Hā Ní Zú Yí Zú,Honghehanizuyizu,Hóng Hé Hā Ní Zú Yí Zú,"532500",Autonomous Prefecture,Yunnan,Yún Nán,"530000",Province,"2018",11890.275,"-1","-1","532600,530400,530300,530100,530800","41799",,,,,,,"-1","-1","-1"
"110",呼和浩特市,"150100",呼和浩特市,"150100",地级市,内蒙古自治区,"150000",自治区,,,Huhehaote,"150100",Hū Hé Hào Tè,Huhehaote,Hū Hé Hào Tè,"150100",Prefecture City,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",5700.289,"12005","114636","140900,140600,150600,150200,150900","22398",,,,,,,"433","82","1733"
"111",呼伦贝尔市,"150700",呼伦贝尔市,"150700",地级市,内蒙古自治区,"150000",自治区,,,Hulunbeier,"150700",Hū Lún Bèi ěr,Hulunbeier,Hū Lún Bèi ěr,"150700",Prefecture City,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",5153.003,"1797","3161937","231100,232700,230200,152200","597",,,,,,,"459","127","2827"
"112",葫芦岛市,"211400",葫芦岛市,"211400",地级市,辽宁省,"210000",省,,,Huludao,"211400",Hú Lú Dǎo,Huludao,Hú Lú Dǎo,"211400",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",5313.822,"3659","81100","211300,130300,210700","10917",,,,,,,"175","86","2933"
"113",湖州市,"330500",湖州市,"330500",地级市,浙江省,"330000",省,,,Huzhou,"330500",Hú Zhōu,Huzhou,Hú Zhōu,"330500",Prefecture City,Zhejiang,Zhè Jiāng,"330000",Province,"2018",14312.711,"9225","522577","341800,320200,330100,320500,330400","182024",,,,,,,"271","103","5108"
"114",怀化市,"431200",怀化市,"431200",地级市,湖南省,"430000",省,,,Huaihua,"431200",Huái Huà,Huaihua,Huái Huà,"431200",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",12566.199,"4554","1478477","430500,431300,433100,450200,450300,430700,430800,430900,522600,520600","59313",,,,,,,"641","110","4189"
"115",淮安市,"320800",淮安市,"320800",地级市,江苏省,"320000",省,,,Huaian,"320800",Huái ān,Huaian,Huái ān,"320800",Prefecture City,Jiangsu,Jiāng Sū,"320000",Province,"2018",11045.722,"13138","383280","321000,341100,321300,320700,320900","47372",,,,,,,"697","689","43818"
"116",淮北市,"340600",淮北市,"340600",地级市,安徽省,"340000",省,,,Huaibei,"340600",Huái Běi,Huaibei,Huái Běi,"340600",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",9740.894,"3580","131523","340300,341600,341300,411400,320300","38999",,,,,,,"97","71","2227"
"117",淮南市,"340400",淮南市,"340400",地级市,安徽省,"340000",省,,,Huainan,"340400",Huái Nán,Huainan,Huái Nán,"340400",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",12019.559,"6780","250100","340300,341100,340100,341500,341200,341600","74000",,,,,,,"489","98","4861"
"118",黄冈市,"421100",黄冈市,"421100",地级市,湖北省,"420000",省,,,Huanggang,"421100",Huáng Gāng,Huanggang,Huáng Gāng,"421100",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",12615.211,"3306","847045","420700,420200,420100,340800,411500,341500,360400,420900","157926",,,,,,,"1238","202","3073"
"119",黄南藏族自治州,"632300",黄南藏族自治州,"632300",自治州,青海省,"630000",省,,,Huangnanzangzu,"632300",Huáng Nán Zàng Zú,Huangnanzangzu,Huáng Nán Zàng Zú,"632300",Autonomous Prefecture,Qinghai,Qīng Hǎi,"630000",Province,"2018",7031.454,"-1","-1","632500,630200,632600,623000","790",,,,,,,"-1","-1","-1"
"120",黄山市,"341000",黄山市,"341000",地级市,安徽省,"340000",省,,,Huangshan,"341000",Huáng Shān,Huangshan,Huáng Shān,"341000",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",15337.942,"3947","901200","341800,330100,341700,330800,361100,360200","98529",,,,,,,"-1","-1","-1"
"121",黄石市,"420200",黄石市,"420200",地级市,湖北省,"420000",省,,,Huangshi,"420200",Huáng Shí,Huangshi,Huáng Shí,"420200",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",12782.514,"7058","264400","421100,420700,420100,360400,421200","136939",,,,,,,"627","117","4045"
"122",惠州市,"441300",惠州市,"441300",地级市,广东省,"440000",省,,,Huizhou,"441300",Huì Zhōu,Huizhou,Huì Zhōu,"441300",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",15879.18,"25934","1255300","441600,440200,441500,440100,441900,440300","379595",,,,,,,"170","53","1458"
"123",鸡西市,"230300",鸡西市,"230300",地级市,黑龙江省,"230000",省,,,Jixi,"230300",Jī Xī,Jixi,Jī Xī,"230300",Prefecture City,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",6179.125,"-1","-1","230900,230500,231000","7849",,,,,,,"118","53","898"
"124",吉安市,"360800",吉安市,"360800",地级市,江西省,"360000",省,,,Jian,"360800",Jí ān,Jian,Jí ān,"360800",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",15191.442,"3911","1570400","360300,360500,360900,361000,360700,431000,430200","54460",,,,,,,"320","86","1821"
"125",吉林市,"220200",吉林市,"220200",地级市,吉林省,"220000",省,,,Jilin,"220200",Jí Lín,Jilin,Jí Lín,"220200",Prefecture City,Jilin,Jí Lín,"220000",Province,"2018",8522.428,"8179","966900","220500,220600,230100,222400,220300,220100,220400","63790",,,,,,,"292","43","1538"
"126",济南市,"370100",济南市,"370100",地级市,山东省,"370000",省,,,Jinan,"370100",Jǐ Nán,Jinan,Jǐ Nán,"370100",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",7651.578,"29128","194500","371500,371400,371600,370900,370300","43496",,,,,,,"532","306","16083"
"127",济源市,"419001",不统计,"0",不统计,河南省,"410000",省,,,Jiyuan,"419001",Jǐ Yuán,NULL,NULL,"0",NULL,Henan,Hé Nán,"410000",Province,"2018",7075.292,"-1","-1","410300,410800,140500,140800","22895",,,,,,,"-1","-1","-1"
"128",佳木斯市,"230800",佳木斯市,"230800",地级市,黑龙江省,"230000",省,,,Jiamusi,"230800",Jiā Mù Sī,Jiamusi,Jiā Mù Sī,"230800",Prefecture City,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",6290.704,"2840","523500","230400,230700,230900,230500,230100","38533",,,,,,,"530","133","-1"
"129",嘉兴市,"330400",嘉兴市,"330400",地级市,浙江省,"330000",省,,,Jiaxing,"330400",Jiā Xīng,Jiaxing,Jiā Xīng,"330400",Prefecture City,Zhejiang,Zhè Jiāng,"330000",Province,"2018",14246.476,"7733","365060","330500,330100,330600,320500,310000,330200","477351",,,,,,,"459","233","7043"
"130",嘉峪关市,"620200",嘉峪关市,"620200",地级市,甘肃省,"620000",省,,,Jiayuguan,"620200",Jiā Yù Guān,Jiayuguan,Jiā Yù Guān,"620200",Prefecture City,Gansu,Gān Sù,"620000",Province,"2018",2208.905,"1557","-1","620700,620900","4769",,,,,,,"264","94","1039"
"131",江门市,"440700",江门市,"440700",地级市,广东省,"440000",省,,,Jiangmen,"440700",Jiāng Mén,Jiangmen,Jiāng Mén,"440700",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",19644.139,"21092","1596000","441700,445300,440600,442000,440400","169552",,,,,,,"801","101","6899"
"132",焦作市,"410800",焦作市,"410800",地级市,河南省,"410000",省,,,Jiaozuo,"410800",Jiāo Zuò,Jiaozuo,Jiāo Zuò,"410800",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",7044.314,"4516","73065","410300,410100,419001,140500,410700","55886",,,,,,,"129","129","1804"
"133",揭阳市,"445200",揭阳市,"445200",地级市,广东省,"440000",省,,,Jieyang,"445200",Jiē Yáng,Jieyang,Jiē Yáng,"445200",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",15702.486,"6930","637091","441400,441500,440500,445100","32674",,,,,,,"455","445","65668"
"134",金昌市,"620300",金昌市,"620300",地级市,甘肃省,"620000",省,,,Jinchang,"620300",Jīn Chāng,Jinchang,Jīn Chāng,"620300",Prefecture City,Gansu,Gān Sù,"620000",Province,"2018",4141.796,"1842","-1","152900,620600,620700","4961",,,,,,,"625","94","1929"
"135",金华市,"330700",金华市,"330700",地级市,浙江省,"330000",省,,,Jinhua,"330700",Jīn Huá,Jinhua,Jīn Huá,"330700",Prefecture City,Zhejiang,Zhè Jiāng,"330000",Province,"2018",14003.646,"8765","588018","330100,330600,331000,330800,331100","136971",,,,,,,"591","176","2921"
"136",锦州市,"210700",锦州市,"210700",地级市,辽宁省,"210000",省,,,Jinzhou,"210700",Jǐn Zhōu,Jinzhou,Jǐn Zhōu,"210700",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",5569.231,"-1","61445","211400,211300,210900,210100,210300,211100","81512",,,,,,,"342","148","4092"
"137",晋城市,"140500",晋城市,"140500",地级市,山西省,"140000",省,,,Jincheng,"140500",Jìn Chéng,Jincheng,Jìn Chéng,"140500",Prefecture City,Shanxi,Shān Xī,"140000",Province,"2018",6616.919,"3141","-1","410800,419001,141000,140800,140400,410700","23518",,,,,,,"132","70","1639"
"138",晋中市,"140700",晋中市,"140700",地级市,山西省,"140000",省,,,Jinzhong,"140700",Jìn Zhōng,Jinzhong,Jìn Zhōng,"140700",Prefecture City,Shanxi,Shān Xī,"140000",Province,"2018",5615.403,"2995","175667","141000,140400,140100,140300,141100,130100,130500,130400","46655",,,,,,,"221","39","1629"
"139",荆门市,"420800",荆门市,"420800",地级市,湖北省,"420000",省,,,Jingmen,"420800",Jīng Mén,Jingmen,Jīng Mén,"420800",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",10372.911,"4358","362800","429006,420900,420600,421300,420500,421000,429005","39152",,,,,,,"509","134","2501"
"140",荆州市,"421000",荆州市,"421000",地级市,湖北省,"420000",省,,,Jingzhou,"421000",Jīng Zhōu,Jingzhou,Jīng Zhōu,"421000",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",11774.332,"7299","768177","420100,421200,429004,430700,420500,430900,429005,420800,430600","156422",,,,,,,"227","63","1576"
"141",景德镇市,"360200",景德镇市,"360200",地级市,江西省,"360000",省,,,Jingdezhen,"360200",Jǐng Dé Zhèn,Jingdezhen,Jǐng Dé Zhèn,"360200",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",17736.706,"4092","498400","341000,341700,361100","13161",,,,,,,"703","282","17031"
"142",九江市,"360400",九江市,"360400",地级市,江西省,"360000",省,,,Jiujiang,"360400",Jiǔ Jiāng,Jiujiang,Jiǔ Jiāng,"360400",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",15554.722,"7943","1040000","341700,421100,420200,340800,421200,360100,361100,360900,430600","77544",,,,,,,"360","241","3255"
"143",酒泉市,"620900",酒泉市,"620900",地级市,甘肃省,"620000",省,,,Jiuquan,"620900",Jiǔ Quán,Jiuquan,Jiǔ Quán,"620900",Prefecture City,Gansu,Gān Sù,"620000",Province,"2018",4219.399,"2405","-1","152900,620700,620200,632800,652800,650500","7584",,,,,,,"80","16","-1"
"144",喀什地区,"653100",喀什地区,"653100",地区,新疆维吾尔自治区,"650000",自治区,,,Kashi,"653100",Kā Shí,Kashi,Kā Shí,"653100",Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",1929.229,"-1","-1","653200,659003,652900,653000","-4",,,,,,,"-1","-1","-1"
"145",开封市,"410200",开封市,"410200",地级市,河南省,"410000",省,,,Kaifeng,"410200",Kāi Fēng,Kaifeng,Kāi Fēng,"410200",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",6638.612,"7403","92739","411000,410100,411400,371700,410700,411600","59775",,,,,,,"654","191","6334"
"146",可克达拉市,"659008",不统计,"0",不统计,新疆维吾尔自治区,"650000",自治区,,2015年新设县级可克达拉市，省直管,Kekedala,"659008",Kě Kè Dá Lā,NULL,NULL,"0",NULL,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",3557.87,"-1","-1","654000","-1",,,,,,,"-1","-1","-1"
"147",克拉玛依市,"650200",克拉玛依市,"650200",地级市,新疆维吾尔自治区,"650000",自治区,,,Kelamayi,"650200",Kè Lā Mǎ Yī,Kelamayi,Kè Lā Mǎ Yī,"650200",Prefecture City,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",2014.105,"13651","57705","654000,654200","-2",,,,,,,"381","113","2092"
"148",克孜勒苏柯尔克孜自治州,"653000",克孜勒苏柯尔克孜自治州,"653000",自治州,新疆维吾尔自治区,"650000",自治区,,,Kezilesukeerkezi,"653000",Kè Zī Lè Sū Kē ěr Kè Zī,Kezilesukeerkezi,Kè Zī Lè Sū Kē ěr Kè Zī,"653000",Autonomous Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",2539.185,"-1","-1","653100,652900","-2",,,,,,,"-1","-1","-1"
